AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
-0.11;-1.23;0.47;16.00;16.00;-16.00;35.57;Atrás
-0.12;0.01;0.93;16.00;16.00;-13.03;35.58;Abajo
-0.88;0.03;0.93;-9.93;16.00;-16.00;35.55;Abajo
-0.73;0.04;-0.30;-16.00;16.00;5.46;35.59;Izquierda
-0.43;-0.14;0.16;16.00;-16.00;-16.00;35.58;Posición No Válida
0.06;-0.25;1.05;-16.00;16.00;-16.00;35.59;Abajo
0.46;-0.09;0.80;16.00;-16.00;4.19;35.59;Abajo
0.50;0.16;0.45;5.56;-15.04;-16.00;35.55;Posición No Válida
0.04;0.05;0.44;-16.00;16.00;7.12;35.56;Posición No Válida
0.46;-0.30;1.24;-16.00;16.00;-16.00;35.58;Abajo
-0.11;-0.10;0.91;16.00;1.61;-4.37;35.59;Abajo
-0.16;-1.00;0.18;-16.00;16.00;-16.00;35.55;Atrás
-0.02;-0.95;-0.11;-16.00;-4.12;-7.42;35.60;Atrás
-0.17;-1.02;0.54;16.00;-7.17;16.00;35.57;Atrás
-0.16;-0.24;0.73;16.00;16.00;-12.49;35.58;Posición No Válida
-0.44;-0.04;0.96;12.47;16.00;-4.20;35.57;Abajo
-0.78;-0.19;0.28;-16.00;16.00;16.00;35.55;Izquierda
-0.69;-0.09;-0.53;10.48;-15.19;-8.39;35.57;Izquierda
-1.15;-0.15;1.08;-16.00;-16.00;-16.00;35.58;Abajo
-0.30;0.12;1.09;16.00;-16.00;16.00;35.54;Abajo
0.00;0.36;-0.19;16.00;3.60;-16.00;35.55;Posición No Válida
-0.10;0.75;-0.08;-13.19;-7.62;-12.76;35.57;Frente
-0.01;-0.27;0.94;-16.00;14.12;-16.00;35.55;Abajo
-0.22;-0.55;0.93;-9.17;-16.00;0.78;35.56;Abajo
0.02;-0.33;0.77;16.00;-16.00;-5.37;35.53;Posición No Válida
0.50;-0.24;0.40;6.97;-10.48;-16.00;35.56;Derecha
0.14;-0.14;0.69;16.00;16.00;16.00;35.58;Posición No Válida
0.01;-0.01;1.14;16.00;-15.88;10.73;35.55;Abajo
-0.18;-1.19;0.45;-16.00;-0.16;-16.00;35.56;Atrás
-0.18;-0.85;0.26;-16.00;-12.36;15.89;35.59;Atrás
-0.15;-0.94;0.41;16.00;16.00;-3.90;35.54;Atrás
-0.21;-0.66;0.56;16.00;-16.00;16.00;35.52;Atrás
-0.19;0.04;0.84;-16.00;16.00;-16.00;35.55;Abajo
-1.05;-0.09;0.87;-15.52;16.00;-16.00;35.57;Abajo
-0.82;-0.18;-0.31;1.37;4.24;14.34;35.55;Izquierda
-0.51;-0.23;0.78;15.12;-16.00;6.73;35.53;Izquierda
-0.16;-0.09;1.03;8.19;-1.60;16.00;35.55;Abajo
0.42;0.18;1.27;16.00;-16.00;-13.51;35.54;Abajo
0.38;0.08;0.43;-15.94;-16.00;-16.00;35.54;Posición No Válida
0.08;0.11;0.63;-16.00;16.00;-12.64;35.53;Posición No Válida
0.10;0.10;1.15;-16.00;16.00;16.00;35.53;Abajo
-0.22;-0.16;0.83;-16.00;-16.00;-8.10;35.53;Abajo
-0.17;-1.20;0.45;-16.00;16.00;-16.00;35.54;Atrás
-0.18;-0.97;-0.17;-16.00;14.56;0.58;35.54;Atrás
-0.12;-1.03;-0.23;16.00;-7.51;-16.00;35.54;Atrás
-0.11;-0.95;0.58;16.00;16.00;-16.00;35.56;Atrás
-0.23;-0.30;0.81;16.00;-9.35;-4.05;35.53;Abajo
-0.18;-0.36;0.86;-16.00;3.54;9.17;35.54;Abajo
-0.17;-0.09;1.22;16.00;16.00;-16.00;35.54;Abajo
-0.03;0.61;0.01;16.00;-7.69;8.54;35.54;Frente
-0.18;0.77;0.22;-16.00;16.00;-16.00;35.55;Frente
-0.18;0.02;0.93;-16.00;-16.00;6.18;35.54;Abajo
-0.17;-0.56;0.69;-16.00;16.00;-16.00;35.57;Atrás
-0.54;-0.49;0.80;16.00;16.00;16.00;35.55;Abajo
-0.75;-0.15;0.10;16.00;16.00;16.00;35.55;Izquierda
-0.74;-0.04;-0.35;-9.30;-16.00;-16.00;35.54;Izquierda
-0.77;-0.36;0.92;16.00;-16.00;10.20;35.52;Abajo
-0.18;-0.20;0.93;-16.00;-16.00;-1.17;35.54;Abajo
0.20;-0.20;0.58;16.00;-16.00;-16.00;35.53;Posición No Válida
0.40;0.13;0.54;-5.95;4.51;-5.72;35.52;Posición No Válida
0.09;-0.09;0.61;-16.00;16.00;16.00;35.55;Posición No Válida
-0.05;-0.15;1.09;-16.00;-16.00;-0.68;35.53;Abajo
-0.32;-1.21;0.61;-16.00;2.78;-13.56;35.50;Atrás
-0.11;-0.94;-0.21;16.00;9.03;4.88;35.54;Atrás
-0.25;-0.96;0.39;16.00;9.89;16.00;35.53;Atrás
-0.20;-0.09;0.50;16.00;-16.00;16.00;35.50;Posición No Válida
-0.27;0.15;0.78;-16.00;7.97;-16.00;35.54;Posición No Válida
-0.22;-0.09;0.77;-16.00;-9.33;5.51;35.51;Posición No Válida
-1.05;-0.14;1.04;-8.38;16.00;-16.00;35.49;Abajo
-0.63;-0.05;-0.53;-16.00;-16.00;16.00;35.50;Izquierda
-0.82;-0.44;1.00;6.45;-16.00;-16.00;35.54;Abajo
0.43;-0.02;0.83;16.00;-16.00;-16.00;35.53;Abajo
0.35;0.13;0.52;-11.16;-16.00;-2.83;35.51;Posición No Válida
-0.15;-0.23;0.79;-16.00;16.00;15.97;35.53;Posición No Válida
-0.14;0.11;1.43;16.00;16.00;-16.00;35.51;Abajo
-0.09;0.26;0.13;16.00;16.00;-16.00;35.51;Posición No Válida
-0.09;0.04;0.24;-16.00;16.00;-16.00;35.54;Posición No Válida
-0.19;-0.80;1.00;-16.00;4.13;16.00;35.53;Abajo
-0.01;-0.68;0.75;16.00;-12.29;-14.64;35.53;Atrás
0.25;-0.11;0.67;16.00;-16.00;-16.00;35.53;Posición No Válida
0.39;-0.03;0.65;-9.30;16.00;-16.00;35.52;Posición No Válida
0.32;-0.16;0.90;-16.00;16.00;-16.00;35.52;Abajo
-0.28;-0.62;1.04;-16.00;0.06;-16.00;35.52;Abajo
-0.17;-1.34;-0.13;-16.00;6.39;-9.66;35.52;Atrás
-0.25;-0.77;-0.45;16.00;3.00;16.00;35.50;Atrás
-0.15;-1.07;0.39;16.00;11.85;-16.00;35.53;Atrás
-0.16;-0.48;0.55;16.00;-16.00;0.78;35.54;Posición No Válida
-0.17;-0.09;0.89;-9.42;14.68;5.85;35.52;Abajo
-0.38;-0.19;0.90;-16.00;16.00;-5.66;35.54;Abajo
-0.87;-0.25;0.33;-16.00;16.00;16.00;35.49;Izquierda
-0.72;-0.17;-0.42;16.00;-16.00;2.44;35.51;Izquierda
-1.18;-0.09;-0.13;-16.00;-16.00;16.00;35.53;Izquierda
-0.96;0.12;0.23;-16.00;-16.00;16.00;35.53;Izquierda
-0.24;-0.01;1.29;-11.41;-16.00;-16.00;35.51;Abajo
0.39;0.17;0.60;16.00;-16.00;-16.00;35.51;Posición No Válida
0.47;0.08;0.42;-16.00;-4.72;16.00;35.52;Posición No Válida
0.20;-0.52;0.88;-16.00;16.00;16.00;35.50;Abajo
-0.17;0.06;1.40;16.00;-16.00;-16.00;35.50;Abajo
-0.11;0.25;0.08;16.00;16.00;-16.00;35.50;Posición No Válida
-0.17;0.27;0.05;-16.00;16.00;-16.00;35.48;Posición No Válida
-0.18;-0.20;1.30;-16.00;-16.00;16.00;35.52;Abajo
-0.28;-1.34;0.04;-16.00;16.00;-16.00;35.51;Atrás
-0.09;-0.76;-0.46;-16.00;-16.00;-5.07;35.54;Atrás
-0.09;-0.93;-0.40;16.00;-0.95;16.00;35.50;Atrás
-0.25;-1.07;0.68;16.00;-16.00;-16.00;35.50;Atrás
-0.33;-0.09;0.89;16.00;16.00;-12.30;35.52;Abajo
-1.14;-0.22;0.68;-16.00;16.00;-8.64;35.48;Izquierda
-0.77;-0.09;-0.32;-16.00;16.00;12.39;35.52;Izquierda
-0.72;0.01;-0.26;16.00;-16.00;3.17;35.49;Izquierda
-0.86;-0.00;0.46;-16.00;-16.00;16.00;35.49;Izquierda
-0.26;-0.14;1.33;16.00;-16.00;-16.00;35.49;Abajo
0.44;0.14;0.36;16.00;-16.00;-10.10;35.51;Posición No Válida
0.44;0.16;0.41;-16.00;16.00;-2.54;35.52;Posición No Válida
0.33;-0.02;1.03;-16.00;16.00;-16.00;35.50;Abajo
-0.24;-0.26;1.02;-16.00;-16.00;16.00;35.50;Abajo
-0.17;0.37;0.87;16.00;-14.06;10.63;35.48;Abajo
-0.07;0.74;-0.01;-16.00;-0.89;-6.39;35.51;Frente
0.05;0.15;0.86;-16.00;16.00;-11.27;35.51;Abajo
-0.15;-0.61;0.85;-16.00;16.00;-16.00;35.51;Abajo
-0.27;-1.00;0.30;-16.00;7.82;-16.00;35.51;Atrás
-0.09;-0.88;-0.43;-16.00;9.93;9.23;35.50;Atrás
-0.14;-0.90;0.26;16.00;-9.43;16.00;35.52;Atrás
-0.28;-0.47;0.85;16.00;-16.00;16.00;35.50;Abajo
-0.24;-0.18;0.94;-16.00;16.00;8.88;35.51;Abajo
-1.00;-0.22;0.73;-16.00;16.00;16.00;35.49;Izquierda
-0.72;0.05;-0.17;16.00;-16.00;4.78;35.46;Izquierda
-1.16;0.14;-0.19;-16.00;-16.00;-2.44;35.49;Izquierda
-0.74;-0.08;0.30;-16.00;-16.00;-16.00;35.52;Izquierda
0.13;-0.02;1.50;2.45;-16.00;-6.83;35.48;Abajo
0.37;0.28;0.83;14.50;-16.00;-16.00;35.50;Abajo
0.57;0.19;0.22;-16.00;2.74;-3.12;35.48;Derecha
0.06;-0.24;0.92;-16.00;16.00;16.00;35.48;Abajo
-0.13;-0.13;1.18;10.12;16.00;16.00;35.50;Abajo
0.14;0.15;1.47;16.00;16.00;-16.00;35.51;Abajo
-0.06;0.71;-0.02;-7.98;0.74;-1.66;35.50;Frente
-0.08;-0.24;-0.09;-16.00;16.00;-9.95;35.48;Posición No Válida
-0.39;-0.09;1.26;-16.00;12.68;16.00;35.46;Abajo
-0.30;-0.78;0.97;-16.00;5.94;16.00;35.52;Abajo
-0.18;-0.94;0.19;-16.00;-12.33;3.90;35.48;Atrás
-0.20;-0.98;0.22;16.00;-12.36;14.49;35.48;Atrás
-0.05;-1.16;0.67;16.00;16.00;-16.00;35.47;Atrás
-0.25;0.24;0.90;16.00;16.00;-4.57;35.52;Abajo
-0.73;-0.01;0.80;-16.00;16.00;-16.00;35.45;Abajo
-0.48;-0.04;0.26;16.00;16.00;16.00;35.49;Posición No Válida
-0.58;-0.01;-0.25;-15.98;-16.00;-16.00;35.46;Izquierda
-0.81;-0.25;0.78;-15.96;-16.00;16.00;35.48;Izquierda
0.30;-0.26;1.40;16.00;-16.00;14.00;35.50;Abajo
0.58;0.08;0.36;16.00;-16.00;16.00;35.48;Derecha
0.59;0.06;0.47;-16.00;16.00;-16.00;35.46;Derecha
0.34;-0.21;0.94;-16.00;16.00;16.00;35.47;Abajo
0.10;-0.14;0.97;-16.00;-14.66;10.00;35.46;Abajo
-0.02;-0.11;1.03;16.00;16.00;-16.00;35.49;Abajo
-0.16;0.55;1.21;16.00;16.00;16.00;35.47;Abajo
-0.07;0.64;-0.10;16.00;-11.23;16.00;35.45;Frente
0.02;0.51;0.61;-16.00;10.31;-16.00;35.45;Frente
-0.18;-0.48;1.02;-16.00;16.00;16.00;35.47;Abajo
-0.35;-1.06;0.03;-16.00;16.00;-16.00;35.46;Atrás
-0.25;-1.03;-0.13;-16.00;-16.00;-10.93;35.45;Atrás
-0.10;-0.86;-0.28;16.00;-3.70;16.00;35.47;Atrás
-0.39;-0.79;0.68;16.00;-7.47;16.00;35.47;Atrás
-0.29;-0.30;0.67;-3.41;-16.00;-2.05;35.44;Posición No Válida
-0.36;-0.01;0.86;16.00;16.00;16.00;35.46;Abajo
-1.15;-0.33;0.35;-16.00;16.00;16.00;35.46;Izquierda
-0.65;0.01;-0.23;-16.00;-16.00;16.00;35.46;Izquierda
-0.98;0.03;-0.03;-16.00;-16.00;16.00;35.47;Izquierda
-0.65;-0.01;0.45;-16.00;-16.00;16.00;35.46;Izquierda
0.39;-0.19;1.32;16.00;-16.00;-16.00;35.46;Abajo
0.73;0.05;0.56;16.00;-16.00;-0.05;35.45;Derecha
0.48;0.15;0.46;-11.79;-2.35;-12.25;35.48;Posición No Válida
0.41;-0.14;0.73;1.71;16.00;16.00;35.46;Posición No Válida
0.04;-0.14;1.56;16.00;16.00;-16.00;35.46;Abajo
0.18;0.22;1.00;16.00;16.00;-16.00;35.48;Abajo
0.05;0.68;0.11;16.00;10.76;7.90;35.46;Frente
-0.16;0.86;0.05;-16.00;15.20;-12.34;35.48;Frente
-0.31;0.72;0.83;-16.00;16.00;-16.00;35.46;Abajo
-0.17;-0.25;0.84;-16.00;16.00;-16.00;35.45;Abajo
-0.36;-0.91;0.37;-16.00;16.00;-16.00;35.46;Atrás
-0.32;-0.95;0.09;-16.00;10.01;-16.00;35.44;Atrás
-0.19;-1.12;0.01;10.18;-16.00;12.05;35.48;Atrás
-0.27;-0.61;0.57;16.00;-16.00;8.93;35.44;Atrás
-0.21;-0.38;0.85;16.00;16.00;-10.88;35.45;Abajo
-1.36;-0.16;0.80;-16.00;16.00;16.00;35.44;Izquierda
-0.81;-0.03;-0.37;-16.00;-16.00;16.00;35.45;Izquierda
-1.14;-0.41;0.64;10.73;-16.00;-16.00;35.42;Izquierda
0.72;-0.51;1.49;16.00;-16.00;-16.00;35.45;Abajo
0.58;-0.23;0.42;-12.85;-16.00;16.00;35.47;Derecha
0.38;-0.20;0.49;16.00;16.00;10.15;35.48;Posición No Válida
0.62;-0.30;1.19;16.00;16.00;16.00;35.48;Abajo
-0.37;-0.10;0.93;-16.00;-3.70;7.71;35.46;Abajo
-0.49;-1.32;0.27;-16.00;16.00;-16.00;35.47;Atrás
-0.17;-0.93;-0.34;8.61;10.95;12.78;35.49;Atrás
-0.43;-0.93;0.89;16.00;-16.00;16.00;35.46;Abajo
-0.31;0.14;1.11;-5.69;16.00;16.00;35.46;Abajo
-0.13;0.56;0.64;16.00;-16.00;16.00;35.46;Frente
-0.04;0.77;-0.07;16.00;-4.15;-6.10;35.48;Frente
-0.09;0.40;0.82;-16.00;1.27;-16.00;35.46;Abajo
-0.26;0.27;1.26;-16.00;-16.00;16.00;35.45;Abajo
-0.22;0.00;0.83;16.00;16.00;16.00;35.45;Abajo
-0.34;-0.08;0.84;16.00;1.72;-16.00;35.45;Abajo
-0.34;-0.06;0.88;-16.00;9.14;-9.04;35.45;Abajo
-0.69;-0.20;0.77;-16.00;16.00;-16.00;35.44;Izquierda
-0.93;-0.16;-0.26;-16.00;16.00;16.00;35.45;Izquierda
-0.84;-0.09;-0.49;-16.00;9.90;10.78;35.45;Izquierda
-0.96;-0.05;-0.44;15.26;-0.35;-16.00;35.45;Izquierda
-0.59;0.06;-0.29;16.00;-16.00;-16.00;35.44;Izquierda
-0.16;-0.04;1.50;16.00;-16.00;-16.00;35.45;Abajo
0.62;0.00;0.41;16.00;-16.00;-16.00;35.45;Derecha
0.62;0.03;0.45;-16.00;16.00;-3.73;35.43;Derecha
0.45;0.12;1.03;16.00;16.00;-16.00;35.47;Abajo
-0.10;-0.32;1.11;-16.00;3.63;16.00;35.44;Abajo
-0.31;-0.96;0.47;-16.00;14.25;15.42;35.45;Atrás
-0.16;-1.00;0.02;16.00;-1.89;6.93;35.46;Atrás
-0.12;-1.55;0.20;16.00;-16.00;-16.00;35.44;Atrás
-0.27;-0.04;0.98;-16.00;16.00;0.19;35.43;Abajo
-1.10;-0.17;0.78;-16.00;16.00;16.00;35.44;Izquierda
-0.67;0.03;-0.53;-6.50;-0.27;0.93;35.48;Izquierda
-0.99;-0.56;0.84;16.00;-16.00;-16.00;35.43;Abajo
0.63;-0.29;1.38;16.00;-16.00;-16.00;35.47;Abajo
0.59;-0.12;0.47;16.00;-16.00;-7.32;35.43;Derecha
0.21;-0.17;0.48;-16.00;16.00;-0.78;35.42;Posición No Válida
0.32;-0.93;-0.31;-16.00;16.00;16.00;35.43;Atrás
-0.14;0.15;1.32;16.00;-15.96;13.02;35.45;Abajo
-0.16;0.16;0.04;16.00;-10.85;15.71;35.45;Posición No Válida
-0.32;0.35;0.38;-16.00;16.00;-16.00;35.45;Posición No Válida
-0.23;-0.48;0.96;-16.00;-16.00;-1.83;35.46;Abajo
-0.29;-0.96;0.13;-16.00;16.00;-16.00;35.45;Atrás
-0.11;-0.80;-0.42;-16.00;-16.00;-5.66;35.46;Atrás
-0.21;-1.30;0.15;16.00;-4.38;-16.00;35.44;Atrás
-0.18;-0.33;0.84;16.00;6.43;16.00;35.42;Abajo
-0.56;-0.21;0.99;13.99;16.00;-16.00;35.45;Abajo
-0.53;-0.28;-0.03;-16.00;16.00;-1.09;35.44;Izquierda
-0.70;-0.09;-0.57;3.83;-16.00;-1.71;35.45;Izquierda
-0.64;-0.04;1.38;16.00;-16.00;-1.17;35.43;Abajo
0.76;-0.28;0.95;2.56;-16.00;-16.00;35.44;Abajo
0.74;-0.26;0.52;-16.00;-16.00;-14.49;35.47;Derecha
0.46;-0.30;0.32;10.05;16.00;-10.73;35.41;Posición No Válida
0.80;-0.30;1.05;-16.00;16.00;5.22;35.42;Abajo
-0.12;-0.03;1.03;16.00;-15.94;-15.81;35.41;Abajo
-0.31;0.39;1.14;16.00;16.00;16.00;35.43;Abajo
-0.02;0.87;0.07;-16.00;-7.17;10.34;35.43;Frente
-0.17;0.65;0.18;-16.00;-9.73;16.00;35.43;Frente
0.00;-0.04;1.19;-16.00;16.00;1.85;35.44;Abajo
-0.16;-1.21;0.05;-16.00;16.00;-16.00;35.41;Atrás
-0.04;-0.92;-0.64;-16.00;-16.00;-8.59;35.40;Atrás
-0.14;-0.80;-0.64;6.29;-6.09;8.19;35.44;Atrás
-0.29;-0.85;-0.09;16.00;16.00;-6.59;35.45;Atrás
-0.01;-0.93;0.49;16.00;-9.24;16.00;35.41;Atrás
-0.12;-0.09;0.83;-11.33;-14.62;-3.27;35.41;Abajo
-0.28;-0.15;0.84;-16.00;16.00;16.00;35.41;Abajo
-1.01;-0.22;0.94;-16.00;16.00;8.78;35.43;Abajo
-0.54;0.03;-0.60;-16.00;16.00;16.00;35.41;Izquierda
-0.47;-0.50;-0.24;16.00;-16.00;-16.00;35.45;Atrás
0.13;-0.33;1.27;-3.70;-16.00;-16.00;35.40;Abajo
0.71;-0.25;0.29;-16.00;-16.00;-16.00;35.42;Derecha
0.51;-0.33;0.25;-13.19;16.00;16.00;35.40;Derecha
0.62;-0.54;0.75;16.00;16.00;16.00;35.43;Atrás
0.06;0.39;1.31;16.00;16.00;-16.00;35.43;Abajo
-0.19;0.39;-0.08;16.00;-11.53;-16.00;35.43;Posición No Válida
-0.59;0.49;0.60;-16.00;14.71;-16.00;35.41;Izquierda
-0.26;-0.81;1.05;-16.00;-16.00;-3.95;35.43;Abajo
-0.19;-1.25;-0.14;-16.00;-16.00;-9.32;35.41;Atrás
-0.17;-0.83;-0.49;-4.13;3.60;13.22;35.42;Atrás
-0.16;-0.85;0.25;16.00;16.00;-16.00;35.40;Atrás
-0.04;-0.92;0.47;16.00;-16.00;11.85;35.43;Atrás
-0.88;-0.19;1.01;-16.00;16.00;7.61;35.42;Abajo
-0.55;-0.20;-0.42;-16.00;16.00;16.00;35.41;Izquierda
-0.50;0.04;-0.44;16.00;-16.00;-16.00;35.43;Posición No Válida
-0.46;-0.28;1.17;16.00;-16.00;0.15;35.42;Abajo
0.69;-0.08;0.75;-16.00;-16.00;16.00;35.44;Derecha
0.53;-0.09;0.39;-10.39;-16.00;2.68;35.41;Derecha
0.11;-0.54;0.56;11.86;16.00;16.00;35.44;Atrás
0.11;-0.09;1.09;16.00;-16.00;16.00;35.41;Abajo
-0.21;0.38;1.84;16.00;-16.00;10.78;35.42;Abajo
-0.04;0.77;-0.10;-14.54;11.40;10.83;35.42;Frente
0.04;0.38;0.22;-16.00;-3.48;15.42;35.42;Posición No Válida
-0.05;-0.54;0.95;-16.00;-16.00;-1.41;35.41;Abajo
-0.04;-1.30;-0.01;-16.00;8.27;16.00;35.42;Atrás
-0.22;-0.69;-0.46;-16.00;-16.00;-16.00;35.40;Atrás
-0.25;-0.80;0.29;16.00;16.00;16.00;35.41;Atrás
-0.32;-0.61;0.40;16.00;-16.00;-2.39;35.41;Atrás
-0.77;-0.09;1.21;-5.06;16.00;16.00;35.42;Abajo
-0.59;-0.16;-0.26;-16.00;16.00;16.00;35.41;Izquierda
-0.62;-0.09;-0.55;12.76;-16.00;-16.00;35.41;Izquierda
-0.76;-0.29;1.41;16.00;-16.00;-16.00;35.39;Abajo
0.46;-0.30;0.74;10.54;-16.00;16.00;35.41;Posición No Válida
0.64;-0.31;0.41;-4.35;-16.00;-16.00;35.39;Derecha
0.28;-0.41;0.34;-16.00;16.00;16.00;35.40;Posición No Válida
0.38;-0.62;0.82;-14.42;16.00;16.00;35.42;Abajo
-0.20;0.19;1.71;16.00;16.00;-9.47;35.42;Abajo
-0.05;0.78;0.05;16.00;-15.07;16.00;35.40;Frente
-0.35;0.76;0.32;-16.00;16.00;-16.00;35.40;Frente
-0.31;-0.08;1.48;-16.00;-16.00;16.00;35.41;Abajo
-0.22;-1.08;-0.00;-16.00;12.68;-5.76;35.41;Atrás
-0.17;-0.87;-0.34;-5.95;-9.27;8.76;35.41;Atrás
-0.06;-1.23;0.90;16.00;16.00;-16.00;35.42;Abajo
-0.30;-0.17;1.05;-16.00;16.00;11.66;35.41;Abajo
-0.87;-0.19;0.63;16.00;16.00;11.56;35.39;Izquierda
-0.63;0.06;-0.38;-16.00;-16.00;-7.08;35.42;Izquierda
-1.13;-0.29;1.16;16.00;-16.00;16.00;35.42;Abajo
0.67;-0.37;0.93;16.00;-16.00;-16.00;35.41;Abajo
0.44;-0.32;0.43;-8.82;-16.00;-16.00;35.39;Posición No Válida
0.20;-0.30;0.36;-16.00;16.00;16.00;35.38;Posición No Válida
0.34;-0.68;1.08;16.00;16.00;16.00;35.41;Abajo
-0.03;-0.30;0.91;16.00;-10.82;-4.68;35.40;Abajo
-0.21;-0.36;1.02;16.00;-3.61;16.00;35.39;Abajo
0.00;0.63;0.20;-16.00;11.16;-16.00;35.40;Frente
-0.21;-0.43;1.47;-16.00;16.00;1.41;35.39;Abajo
0.04;-1.30;0.23;-16.00;0.89;-16.00;35.41;Atrás
-0.13;-0.82;-0.44;15.98;7.14;16.00;35.38;Atrás
-0.02;-0.85;0.70;16.00;16.00;-16.00;35.38;Atrás
-0.34;-0.36;0.65;16.00;-16.00;1.80;35.41;Posición No Válida
-0.71;-0.29;1.15;16.00;16.00;15.56;35.38;Abajo
-0.49;-0.14;-0.32;-16.00;16.00;9.76;35.42;Posición No Válida
-0.57;-0.05;-0.42;16.00;-16.00;-16.00;35.38;Izquierda
-0.45;-0.60;1.11;-16.00;-16.00;-16.00;35.38;Abajo
0.54;-0.40;0.64;3.03;-16.00;-16.00;35.39;Derecha
0.61;-0.39;0.27;13.26;16.00;16.00;35.41;Derecha
0.17;-0.55;0.81;-16.00;16.00;16.00;35.38;Abajo
-0.07;-0.30;1.27;16.00;16.00;-16.00;35.44;Abajo
-0.15;0.09;0.90;16.00;16.00;-14.88;35.41;Abajo
-0.21;0.66;0.36;-16.00;5.38;-16.00;35.38;Frente
-0.72;0.14;1.44;-16.00;-16.00;7.78;35.39;Abajo
-0.16;-1.05;0.63;-16.00;-15.99;-16.00;35.38;Atrás
-0.01;-0.97;-0.17;-16.00;-15.11;-12.00;35.38;Atrás
-0.04;-0.78;-0.50;16.00;-16.00;16.00;35.39;Atrás
-0.19;-0.97;-0.17;16.00;-2.90;8.19;35.38;Atrás
-0.23;-0.78;0.97;16.00;16.00;-16.00;35.36;Abajo
-0.06;-0.10;0.90;16.00;-10.56;-16.00;35.35;Abajo
-0.29;0.09;0.80;9.44;16.00;8.44;35.39;Posición No Válida
-0.83;0.01;0.80;-16.00;16.00;-16.00;35.35;Izquierda
-0.71;-0.02;-0.57;-16.00;16.00;8.00;35.37;Izquierda
-0.65;-0.01;-0.55;16.00;-16.00;-16.00;35.38;Izquierda
-0.61;-0.22;1.02;-16.00;-16.00;16.00;35.38;Abajo
0.45;-0.37;0.98;-16.00;-16.00;-16.00;35.40;Abajo
0.69;-0.36;0.24;-16.00;-16.00;-16.00;35.39;Derecha
0.50;-0.51;0.22;-10.56;16.00;16.00;35.37;Atrás
-0.01;-0.23;1.39;16.00;16.00;16.00;35.35;Abajo
-0.30;0.02;0.99;-16.00;-16.00;-2.25;35.35;Abajo
-0.28;-1.51;0.40;-16.00;10.95;-16.00;35.38;Atrás
-0.15;-0.83;-0.52;-16.00;-16.00;-16.00;35.39;Atrás
-0.10;-0.82;0.01;16.00;16.00;-16.00;35.41;Atrás
-0.32;-0.69;0.68;16.00;-7.69;16.00;35.38;Atrás
-0.20;0.42;1.08;16.00;-16.00;16.00;35.39;Abajo
-0.06;0.88;0.04;16.00;16.00;-15.22;35.39;Frente
0.23;0.28;0.55;-16.00;-7.42;-16.00;35.38;Posición No Válida
-0.28;-0.56;1.02;-16.00;5.52;16.00;35.39;Abajo
-0.46;-0.64;0.71;16.00;16.00;16.00;35.36;Atrás
-0.69;-0.36;0.40;-16.00;16.00;16.00;35.39;Izquierda
-0.71;0.10;-0.49;12.00;-7.12;-16.00;35.34;Izquierda
-0.78;-0.62;0.58;16.00;-16.00;-16.00;35.34;Atrás
0.18;-0.39;1.09;-16.00;-16.00;-16.00;35.37;Abajo
0.33;-0.32;0.30;16.00;-16.00;-10.59;35.39;Posición No Válida
0.14;-0.36;0.46;4.55;16.00;16.00;35.37;Posición No Válida
0.30;-0.38;1.07;16.00;16.00;-16.00;35.38;Abajo
-0.01;-0.98;0.52;-16.00;-16.00;-16.00;35.36;Atrás
-0.16;-0.90;-0.11;-16.00;-16.00;16.00;35.36;Atrás
-0.12;-0.87;-0.62;16.00;10.85;-16.00;35.38;Atrás
0.08;-1.36;0.35;16.00;16.00;-16.00;35.37;Atrás
-0.27;-0.54;0.81;-4.76;16.00;16.00;35.38;Abajo
-1.01;-0.41;0.48;-16.00;16.00;16.00;35.35;Izquierda
-0.57;0.02;-0.44;4.51;16.00;-8.05;35.40;Izquierda
-0.99;-0.47;-0.33;-16.00;-16.00;-0.73;35.36;Izquierda
-0.51;-0.32;1.26;-8.50;-16.00;-16.00;35.34;Abajo
0.25;-0.43;0.71;4.40;-16.00;-16.00;35.34;Posición No Válida
0.42;-0.33;0.38;-16.00;-11.94;-6.00;35.34;Posición No Válida
0.40;-0.49;0.95;-16.00;16.00;16.00;35.34;Abajo
-0.16;-0.19;1.19;16.00;16.00;-16.00;35.34;Abajo
-0.11;0.39;0.14;16.00;16.00;-16.00;35.35;Posición No Válida
-0.13;0.60;0.00;-16.00;-16.00;-6.32;35.36;Frente
-0.06;-0.19;1.04;-16.00;16.00;-16.00;35.34;Abajo
-0.15;-0.72;0.78;-16.00;8.13;1.85;35.36;Atrás
-0.12;-0.98;0.17;-16.00;-16.00;-16.00;35.36;Atrás
-0.11;-0.88;-0.55;4.26;-6.82;13.73;35.38;Atrás
-0.39;-0.82;0.31;16.00;-15.71;-16.00;35.34;Atrás
-0.26;-0.56;0.79;16.00;-2.00;-7.51;35.31;Atrás
-0.22;-0.23;0.75;16.00;-16.00;-16.00;35.37;Posición No Válida
-0.16;-0.14;0.93;-8.12;16.00;-16.00;35.34;Abajo
-0.12;-0.04;0.84;15.64;16.00;-16.00;35.36;Abajo
-0.35;-0.23;0.96;-16.00;16.00;16.00;35.38;Abajo
