AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.44;0.64;0.47;8.50;2.62;3.85;37.34;Frente
0.44;0.63;0.46;-7.33;6.05;-7.27;37.30;Frente
0.44;0.64;0.46;-2.70;3.15;-1.17;37.30;Frente
0.44;0.64;0.45;-6.69;-0.17;-0.98;37.32;Frente
0.43;0.63;0.47;-2.92;-5.90;3.02;37.32;Frente
0.43;0.65;0.46;-1.86;5.32;-0.49;37.35;Frente
0.44;0.64;0.47;-11.36;-1.60;2.56;37.35;Frente
0.44;0.64;0.47;0.82;-6.93;2.63;37.34;Frente
0.43;0.63;0.45;6.25;2.02;0.18;37.36;Frente
0.44;0.63;0.46;-2.62;4.13;-1.03;37.32;Frente
0.44;0.64;0.46;-4.27;10.95;1.17;37.34;Frente
0.43;0.63;0.46;-1.47;1.44;0.39;37.35;Frente
0.43;0.64;0.46;1.54;-1.00;-0.39;37.33;Frente
0.43;0.64;0.46;-11.53;-7.52;-1.12;37.30;Frente
0.43;0.64;0.48;-9.85;7.06;2.97;37.36;Frente
0.45;0.64;0.46;-15.06;-16.00;-1.85;37.35;Frente
0.44;0.64;0.46;-6.52;7.66;2.88;37.36;Frente
0.44;0.64;0.45;5.36;-0.55;4.49;37.31;Frente
0.43;0.63;0.46;6.46;-0.32;4.45;37.33;Frente
0.44;0.64;0.46;-10.30;4.35;1.46;37.34;Frente
0.43;0.64;0.47;-9.74;5.82;1.17;37.31;Frente
0.42;0.64;0.45;-11.78;-4.46;-0.68;37.35;Frente
0.44;0.64;0.47;4.47;7.78;0.05;37.29;Frente
0.43;0.64;0.46;-2.62;3.07;-0.68;37.33;Frente
0.44;0.64;0.46;2.68;-0.40;-0.73;37.33;Frente
0.41;0.70;0.47;-5.71;2.13;-2.29;37.31;Frente
0.43;0.64;0.46;5.53;9.21;4.00;37.34;Frente
0.44;0.63;0.46;-2.07;5.03;4.80;37.34;Frente
0.44;0.64;0.46;-1.13;1.56;1.27;37.34;Frente
0.45;0.65;0.46;-15.94;-3.56;-2.44;37.32;Frente
0.43;0.64;0.47;-6.08;6.35;-4.15;37.36;Frente
0.44;0.63;0.46;1.84;-5.97;0.80;37.35;Frente
0.43;0.64;0.46;-5.80;0.03;-4.00;37.34;Frente
0.43;0.64;0.46;-9.58;4.48;-1.66;37.35;Frente
0.44;0.63;0.47;-6.61;-9.97;1.56;37.34;Frente
0.44;0.64;0.46;-4.66;7.74;4.78;37.34;Frente
0.43;0.64;0.46;5.23;3.03;-1.46;37.35;Frente
0.45;0.64;0.47;0.10;8.69;-0.34;37.37;Frente
0.44;0.65;0.47;11.00;3.99;5.22;37.36;Frente
0.40;0.60;0.39;8.24;-0.00;4.34;37.33;Frente
0.45;0.64;0.48;-4.02;6.61;3.51;37.33;Frente
0.43;0.64;0.46;-3.81;2.66;1.41;37.30;Frente
0.44;0.64;0.45;-1.34;2.39;-4.54;37.30;Frente
0.44;0.64;0.47;-8.30;6.91;-2.97;37.33;Frente
0.42;0.63;0.46;0.35;8.23;3.12;37.36;Frente
0.43;0.64;0.46;-0.16;-3.56;0.80;37.35;Frente
0.43;0.63;0.47;-11.61;1.06;-0.00;37.32;Frente
0.44;0.64;0.46;-13.44;-4.54;-1.07;37.36;Frente
0.44;0.63;0.47;-1.32;-2.66;-0.98;37.34;Frente
0.42;0.63;0.46;-0.86;8.04;-4.64;37.33;Frente
0.43;0.65;0.47;3.02;10.24;0.58;37.33;Frente
0.44;0.64;0.48;-7.33;-3.06;0.19;37.36;Frente
0.43;0.64;0.46;-2.62;-4.95;2.49;37.34;Frente
0.43;0.64;0.46;-3.04;-6.69;4.49;37.34;Frente
0.43;0.64;0.46;-9.03;-0.17;0.97;37.36;Frente
0.42;0.64;0.47;-0.27;13.06;1.07;37.36;Frente
0.44;0.64;0.47;-6.61;9.14;1.81;37.34;Frente
0.42;0.64;0.47;5.65;-0.21;4.83;37.36;Frente
0.43;0.64;0.47;3.01;13.24;-2.78;37.36;Frente
0.44;0.64;0.47;-0.51;-8.04;-6.39;37.36;Frente
0.44;0.64;0.47;7.56;2.13;-1.37;37.35;Frente
0.44;0.62;0.45;-0.07;-6.87;-0.93;37.35;Frente
0.43;0.64;0.46;4.95;2.62;1.36;37.32;Frente
0.44;0.64;0.47;-1.05;9.40;-0.78;37.38;Frente
0.44;0.64;0.46;8.54;-1.94;2.73;37.34;Frente
0.43;0.64;0.47;7.44;-0.73;-2.29;37.37;Frente
0.44;0.63;0.47;-2.62;-6.97;-4.78;37.34;Frente
0.43;0.63;0.47;10.87;-2.58;0.58;37.38;Frente
0.44;0.64;0.46;2.73;8.84;-4.78;37.31;Frente
0.45;0.64;0.46;-1.32;-2.24;0.97;37.34;Frente
0.44;0.64;0.46;-14.07;11.51;-3.61;37.34;Frente
0.45;0.64;0.46;-9.67;16.00;-11.27;37.33;Frente
0.44;0.64;0.47;-8.93;-6.88;-3.07;37.33;Frente
0.43;0.64;0.46;0.84;-6.27;4.34;37.36;Frente
0.44;0.63;0.47;-12.04;7.63;-4.15;37.33;Frente
0.42;0.64;0.46;0.36;-1.94;-3.76;37.34;Frente
0.43;0.63;0.46;-1.81;7.46;1.95;37.36;Frente
0.44;0.63;0.46;-12.76;-0.62;5.61;37.36;Frente
0.43;0.64;0.46;1.67;-3.11;-4.05;37.37;Frente
0.44;0.64;0.46;-2.62;3.45;0.58;37.36;Frente
0.43;0.64;0.46;-16.00;7.97;-2.64;37.37;Frente
0.43;0.65;0.46;-9.37;11.06;-3.81;37.34;Frente
0.43;0.64;0.46;-6.23;-3.71;1.36;37.36;Frente
0.42;0.63;0.47;0.94;-7.93;2.58;37.36;Frente
0.43;0.63;0.46;-4.10;-1.90;1.46;37.34;Frente
0.43;0.63;0.46;5.78;3.45;5.90;37.35;Frente
0.42;0.63;0.46;0.01;-4.62;7.07;37.33;Frente
0.43;0.64;0.46;-8.81;-1.94;3.57;37.34;Frente
0.42;0.63;0.45;-2.11;-4.29;2.15;37.34;Frente
0.44;0.64;0.46;2.01;14.15;0.39;37.31;Frente
0.44;0.64;0.47;-1.35;-3.82;2.19;37.33;Frente
0.44;0.64;0.46;0.35;2.92;-2.64;37.35;Frente
0.44;0.65;0.46;-5.84;1.79;-2.83;37.35;Frente
0.44;0.63;0.46;-6.35;1.30;-3.25;37.36;Frente
0.43;0.64;0.46;1.75;-5.37;-3.32;37.34;Frente
0.44;0.64;0.45;0.52;-0.62;-5.44;37.37;Frente
0.44;0.64;0.46;-5.46;-0.13;-4.49;37.37;Frente
0.44;0.65;0.46;0.14;-5.52;-2.20;37.35;Frente
0.45;0.63;0.46;-11.36;1.49;-0.10;37.33;Frente
0.43;0.63;0.46;3.58;1.34;-1.93;37.35;Frente
0.42;0.64;0.45;0.16;2.32;-1.27;37.36;Frente
0.43;0.64;0.46;-3.55;7.22;-5.95;37.35;Frente
0.44;0.64;0.45;-3.90;2.20;-5.51;37.33;Frente
0.44;0.64;0.46;1.71;-13.75;5.37;37.36;Frente
0.45;0.65;0.47;-4.70;5.07;-2.73;37.38;Frente
0.43;0.64;0.47;-4.10;-5.14;-2.39;37.35;Frente
0.43;0.64;0.46;-12.21;7.10;1.49;37.34;Frente
0.44;0.65;0.46;-16.00;0.43;-0.83;37.36;Frente
0.43;0.64;0.46;-1.26;-1.00;-1.12;37.38;Frente
0.44;0.64;0.47;-10.51;7.59;0.54;37.36;Frente
0.44;0.63;0.46;-5.33;-8.39;1.07;37.35;Frente
0.42;0.64;0.47;-6.61;8.13;1.12;37.35;Frente
0.43;0.63;0.47;-7.11;0.62;-0.98;37.34;Frente
0.47;0.61;0.44;2.30;5.52;6.39;37.34;Frente
0.43;0.64;0.46;2.98;5.93;-5.42;37.39;Frente
0.43;0.64;0.45;-4.40;1.94;-6.93;37.35;Frente
0.44;0.64;0.45;-8.18;5.44;-2.44;37.36;Frente
0.42;0.63;0.46;4.76;6.50;-3.71;37.38;Frente
0.44;0.63;0.46;9.17;-3.60;0.83;37.39;Frente
0.43;0.63;0.46;-0.62;-2.09;1.32;37.36;Frente
0.44;0.64;0.47;-12.00;7.35;-0.34;37.37;Frente
0.44;0.64;0.46;3.07;5.41;-0.00;37.34;Frente
0.43;0.63;0.48;-2.96;3.82;5.43;37.37;Frente
0.43;0.64;0.47;-10.30;9.32;0.44;37.37;Frente
0.43;0.65;0.46;3.87;1.71;0.34;37.41;Frente
0.43;0.64;0.46;-1.39;-1.07;-1.22;37.38;Frente
0.43;0.65;0.46;2.26;1.46;-0.39;37.37;Frente
0.44;0.64;0.46;-7.50;10.70;-1.27;37.34;Frente
0.44;0.64;0.47;5.31;6.16;-0.98;37.32;Frente
0.43;0.63;0.46;8.02;-7.40;-0.25;37.39;Frente
0.44;0.64;0.46;-15.99;-5.75;0.24;37.36;Frente
0.43;0.64;0.46;-14.42;1.83;4.58;37.40;Frente
0.43;0.63;0.46;0.35;6.99;4.10;37.37;Frente
0.42;0.63;0.47;-1.11;-0.62;2.68;37.38;Frente
0.43;0.63;0.46;-3.64;-3.75;-1.71;37.37;Frente
0.44;0.64;0.47;0.05;3.71;1.80;37.38;Frente
0.45;0.64;0.47;-8.30;8.50;-7.11;37.38;Frente
0.43;0.63;0.46;1.71;-0.06;-6.20;37.40;Frente
0.43;0.63;0.46;16.00;-0.60;-5.17;37.38;Frente
0.43;0.64;0.46;3.75;-3.26;-7.27;37.33;Frente
0.45;0.63;0.46;-3.14;-1.22;-0.20;37.38;Frente
0.44;0.64;0.46;2.56;-8.03;-2.54;37.36;Frente
0.44;0.64;0.47;1.24;1.63;-0.10;37.36;Frente
0.43;0.63;0.44;-2.49;-9.14;-3.61;37.33;Frente
0.43;0.65;0.47;-7.96;5.29;-4.78;37.38;Frente
0.44;0.65;0.48;-5.59;-0.77;0.73;37.38;Frente
0.45;0.62;0.43;7.32;7.82;0.49;37.36;Frente
0.43;0.64;0.46;1.54;-1.59;2.34;37.35;Frente
0.48;0.67;0.50;-5.93;1.79;3.27;37.36;Frente
0.43;0.63;0.47;-2.41;-6.84;1.64;37.41;Frente
0.44;0.64;0.47;11.47;7.71;5.51;37.40;Frente
0.44;0.64;0.47;0.65;-5.33;2.05;37.38;Frente
0.43;0.64;0.46;2.77;9.59;-0.39;37.38;Frente
0.43;0.64;0.47;-8.18;1.49;-4.99;37.35;Frente
0.43;0.65;0.46;2.98;2.13;-0.00;37.37;Frente
0.44;0.64;0.46;-6.65;5.11;-5.22;37.37;Frente
0.43;0.64;0.47;0.77;5.37;1.07;37.37;Frente
0.44;0.64;0.46;-9.24;4.58;2.34;37.38;Frente
0.43;0.64;0.46;-5.33;-8.80;-0.20;37.37;Frente
0.44;0.64;0.47;-0.20;0.92;4.15;37.38;Frente
0.45;0.64;0.45;0.18;7.52;4.30;37.39;Frente
0.44;0.64;0.46;0.44;6.54;1.66;37.37;Frente
0.45;0.63;0.47;9.39;-1.79;-0.39;37.39;Frente
0.45;0.63;0.47;2.79;-2.54;2.29;37.41;Frente
0.45;0.63;0.47;2.90;-3.60;0.63;37.38;Frente
0.43;0.63;0.45;1.45;-3.41;3.46;37.36;Frente
0.43;0.64;0.46;-8.52;-1.29;-4.00;37.36;Frente
0.44;0.64;0.47;6.80;10.83;4.24;37.39;Frente
0.43;0.64;0.46;-0.58;-1.26;0.49;37.38;Frente
0.43;0.64;0.46;-1.26;4.50;-7.32;37.37;Frente
0.43;0.64;0.46;-6.18;1.77;-2.05;37.35;Frente
0.43;0.63;0.46;7.18;7.74;3.37;37.42;Frente
0.45;0.64;0.46;2.73;7.67;6.78;37.39;Frente
0.43;0.64;0.47;-11.10;0.92;1.76;37.39;Frente
0.44;0.63;0.46;0.44;-6.12;-0.22;37.37;Frente
0.44;0.64;0.47;-11.57;-4.09;-6.54;37.40;Frente
0.43;0.64;0.46;-2.24;-0.78;-3.66;37.39;Frente
0.43;0.64;0.47;-13.06;-3.17;-1.27;37.38;Frente
0.43;0.64;0.46;-3.81;-0.47;1.85;37.36;Frente
0.43;0.64;0.45;-12.38;-1.45;4.61;37.38;Frente
0.44;0.64;0.46;-1.73;5.48;0.34;37.40;Frente
0.43;0.64;0.46;-7.41;3.82;0.39;37.38;Frente
0.45;0.64;0.46;-10.82;4.69;-2.34;37.37;Frente
0.44;0.63;0.47;-12.04;7.78;-0.54;37.39;Frente
0.44;0.64;0.46;11.64;-11.44;4.05;37.36;Frente
0.43;0.64;0.46;0.52;-1.19;0.39;37.39;Frente
0.43;0.64;0.47;-4.44;2.24;1.21;37.38;Frente
0.43;0.64;0.48;-2.49;7.82;0.63;37.38;Frente
0.44;0.64;0.47;-12.59;3.98;-4.20;37.37;Frente
0.43;0.64;0.46;1.28;-0.56;-0.49;37.39;Frente
0.44;0.63;0.46;3.28;-2.13;-2.49;37.39;Frente
0.43;0.63;0.46;4.55;4.92;0.68;37.44;Frente
0.44;0.63;0.45;0.82;14.50;1.17;37.38;Frente
0.45;0.64;0.46;-8.09;7.74;-5.81;37.34;Frente
0.43;0.64;0.47;-3.21;8.72;-2.39;37.35;Frente
0.44;0.64;0.46;-2.49;3.22;-0.68;37.37;Frente
0.44;0.64;0.47;-3.02;9.17;-3.32;37.39;Frente
0.43;0.63;0.47;3.24;2.38;-5.42;37.38;Frente
0.43;0.64;0.47;-3.47;3.00;-3.31;37.39;Frente
0.43;0.64;0.46;-4.49;6.01;-1.56;37.36;Frente
0.43;0.65;0.46;-2.62;-10.23;-1.90;37.37;Frente
0.43;0.63;0.46;2.98;-1.75;2.10;37.37;Frente
0.43;0.64;0.46;-1.73;-4.43;-3.37;37.37;Frente
0.43;0.64;0.46;-2.07;-0.32;-0.68;37.38;Frente
0.43;0.64;0.46;1.99;-1.11;1.56;37.38;Frente
0.45;0.64;0.46;-1.86;-0.77;-0.39;37.38;Frente
0.43;0.65;0.46;-7.88;1.49;-1.95;37.36;Frente
0.43;0.65;0.47;-8.47;2.51;-1.27;37.35;Frente
0.43;0.65;0.46;3.96;-0.40;3.17;37.39;Frente
0.43;0.63;0.46;-3.43;2.69;-4.00;37.37;Frente
0.45;0.64;0.45;-7.67;-1.45;1.34;37.38;Frente
0.41;0.65;0.47;1.11;1.98;-1.12;37.38;Frente
0.43;0.64;0.46;7.82;0.81;-0.05;37.39;Frente
0.43;0.65;0.45;0.69;2.51;0.05;37.37;Frente
0.44;0.66;0.46;-1.56;8.16;1.41;37.38;Frente
0.44;0.64;0.46;-0.41;-6.27;-1.85;37.38;Frente
0.45;0.63;0.46;10.21;-0.77;-4.39;37.39;Frente
0.43;0.64;0.46;0.19;8.20;-2.05;37.42;Frente
0.45;0.63;0.46;-12.19;-16.00;-2.98;37.39;Frente
0.43;0.64;0.46;-2.47;3.75;-3.76;37.37;Frente
0.43;0.64;0.46;5.65;4.20;-5.59;37.44;Frente
0.43;0.64;0.46;-2.32;-2.77;0.19;37.44;Frente
0.43;0.63;0.46;6.08;-5.33;1.61;37.38;Frente
0.43;0.64;0.46;-0.88;-6.84;1.76;37.37;Frente
0.44;0.63;0.47;-7.37;16.00;-11.08;37.40;Frente
0.43;0.64;0.45;-13.36;-0.70;-4.20;37.41;Frente
0.44;0.64;0.46;-6.34;5.03;-4.39;37.37;Frente
0.44;0.64;0.46;8.33;2.09;2.24;37.38;Frente
0.44;0.64;0.46;2.09;-10.18;-2.93;37.39;Frente
0.44;0.63;0.46;-5.67;8.87;-1.56;37.37;Frente
0.44;0.63;0.47;-4.57;10.42;-0.34;37.36;Frente
0.43;0.64;0.47;-5.72;-8.72;1.56;37.38;Frente
0.43;0.63;0.46;-1.39;6.73;-2.05;37.40;Frente
0.45;0.64;0.45;-2.15;-11.70;-1.23;37.40;Frente
0.44;0.64;0.47;3.83;-9.53;1.02;37.39;Frente
0.44;0.63;0.47;-3.43;-1.98;0.88;37.39;Frente
0.46;0.63;0.51;4.83;-2.51;2.78;37.39;Frente
0.45;0.64;0.45;-3.47;-5.38;2.93;37.39;Frente
0.44;0.77;0.54;-0.92;6.65;-1.37;37.39;Frente
0.56;0.75;0.49;-16.00;-15.55;-4.49;37.37;Frente
0.51;0.44;0.57;-13.44;-9.50;-2.15;37.38;Derecha
0.50;0.48;0.91;-12.59;-16.00;-0.00;37.40;Abajo
0.42;0.64;0.52;-1.18;1.50;7.37;37.37;Frente
0.56;0.80;0.46;16.00;16.00;-3.61;37.35;Frente
0.45;0.56;0.50;-4.70;-10.64;-4.73;37.42;Frente
0.47;0.65;0.42;-3.72;15.95;-0.44;37.40;Frente
0.45;0.63;0.47;1.84;9.74;-1.61;37.38;Frente
0.44;0.63;0.46;-5.50;0.93;-0.25;37.37;Frente
0.44;0.63;0.47;-9.32;10.00;-1.90;37.37;Frente
0.45;0.63;0.47;-6.57;0.47;0.19;37.40;Frente
0.44;0.63;0.46;-5.89;1.87;-2.73;37.38;Frente
0.45;0.63;0.46;-8.05;-4.82;-2.49;37.40;Frente
0.44;0.61;0.47;3.75;-0.37;0.34;37.39;Frente
0.44;0.63;0.47;-7.12;3.02;-2.49;37.43;Frente
0.45;0.63;0.47;-6.10;-5.52;-1.51;37.41;Frente
0.44;0.63;0.47;0.56;-6.42;0.19;37.40;Frente
0.45;0.63;0.47;0.94;2.54;0.39;37.39;Frente
0.44;0.63;0.47;-7.33;-0.89;0.43;37.40;Frente
0.45;0.64;0.47;-7.89;9.02;4.34;37.39;Frente
0.45;0.61;0.47;-6.36;-1.01;-1.27;37.40;Frente
0.45;0.62;0.47;1.62;-2.38;2.19;37.39;Frente
0.45;0.63;0.47;-0.84;-3.01;-1.27;37.38;Frente
0.45;0.62;0.47;2.34;7.64;-3.71;37.39;Frente
0.44;0.64;0.47;-2.36;6.46;-1.17;37.39;Frente
0.45;0.63;0.47;-0.46;-1.38;3.85;37.38;Frente
0.45;0.62;0.47;1.15;-1.75;0.27;37.41;Frente
0.44;0.62;0.46;-6.10;5.03;-1.32;37.38;Frente
0.45;0.63;0.47;2.98;5.41;3.41;37.37;Frente
0.45;0.63;0.48;-7.37;5.78;0.99;37.39;Frente
0.45;0.63;0.46;2.64;-1.22;-1.81;37.38;Frente
0.46;0.63;0.48;4.72;0.28;1.83;37.38;Frente
0.44;0.63;0.47;-3.17;-1.08;-3.42;37.40;Frente
0.45;0.63;0.45;-0.41;-7.47;-2.39;37.38;Frente
0.45;0.62;0.44;-3.13;4.88;1.12;37.39;Frente
0.44;0.63;0.46;10.36;-5.50;1.95;37.38;Frente
0.44;0.62;0.45;-2.28;2.77;-0.10;37.38;Frente
0.44;0.63;0.47;3.40;0.58;-0.05;37.43;Frente
0.44;0.63;0.47;-7.90;5.86;-0.39;37.42;Frente
0.44;0.62;0.46;1.88;0.13;1.95;37.44;Frente
0.45;0.62;0.47;-2.28;8.65;-0.29;37.40;Frente
0.45;0.62;0.47;0.69;2.43;2.39;37.40;Frente
0.45;0.63;0.47;-2.07;1.71;0.29;37.41;Frente
0.44;0.63;0.47;-13.68;-2.20;-1.81;37.37;Frente
0.44;0.63;0.47;12.70;12.87;1.71;37.41;Frente
0.44;0.63;0.47;-7.67;-0.28;0.49;37.41;Frente
0.45;0.63;0.47;-3.64;3.37;1.76;37.43;Frente
0.45;0.62;0.47;-7.41;5.80;3.32;37.39;Frente
0.45;0.63;0.46;0.70;1.83;-0.20;37.40;Frente
0.44;0.63;0.47;-9.62;2.69;-0.98;37.38;Frente
0.43;0.63;0.47;-3.55;-6.12;-0.15;37.40;Frente
0.45;0.62;0.47;10.57;-2.81;0.78;37.41;Frente
0.45;0.63;0.47;-10.47;4.24;-4.11;37.40;Frente
0.44;0.64;0.47;-0.03;0.71;-1.22;37.36;Frente
0.44;0.63;0.46;0.27;-0.21;2.88;37.39;Frente
0.56;0.91;0.50;16.00;16.00;-16.00;37.42;Frente
0.28;0.67;-0.06;16.00;-11.81;-16.00;37.40;Frente
0.30;0.76;-0.81;16.00;7.52;-16.00;37.38;Frente
0.40;0.62;-0.52;-16.00;16.00;9.07;37.37;Frente
0.39;0.75;-1.10;-10.68;-7.89;16.00;37.38;Frente
0.37;0.72;-0.69;-16.00;0.08;-11.86;37.39;Frente
0.40;0.95;-0.55;13.63;4.73;16.00;37.39;Frente
0.40;0.69;-0.61;16.00;-0.73;-6.64;37.39;Frente
0.43;0.84;-0.38;-16.00;-14.43;-16.00;37.40;Frente
0.37;0.76;-0.54;-9.31;16.00;-7.90;37.44;Frente
0.36;0.82;-0.46;-9.16;15.89;-12.78;37.44;Frente
0.33;0.84;-0.42;-12.71;4.13;-6.44;37.39;Frente
0.32;0.84;-0.42;-16.00;4.01;-6.26;37.45;Frente
0.34;0.86;-0.38;-16.00;0.32;-2.34;37.38;Frente
0.33;0.85;-0.37;-3.55;1.60;1.71;37.39;Frente
0.34;0.87;-0.36;-12.40;3.45;0.58;37.39;Frente
0.34;0.83;-0.36;1.71;0.94;-2.83;37.39;Frente
0.34;0.85;-0.34;-4.91;8.61;1.14;37.40;Frente
0.00,0.00,0.00,0.00,0.00,0.00,0.00,Posición No Válida
0.40,0.10,0.79,-10.76,1.14,-13.08,39.18,Posición No Válida
0.39,0.10,0.78,-3.83,-7.23,-8.88,39.20,Posición No Válida
0.39,0.11,0.81,0.04,9.85,-1.82,39.21,Abajo
0.39,0.11,0.79,0.94,-6.13,-1.51,39.24,Posición No Válida
0.40,0.11,0.81,5.74,16.00,-2.41,39.24,Abajo
0.38,0.10,0.78,-0.76,6.49,-4.73,39.23,Posición No Válida
0.39,0.10,0.77,-1.23,0.61,-4.99,39.25,Posición No Válida
0.39,0.10,0.79,2.04,-5.96,1.66,39.27,Posición No Válida
0.40,0.10,0.80,-3.15,-2.70,-1.71,39.28,Posición No Válida
0.39,0.11,0.79,-0.04,14.45,2.83,39.25,Posición No Válida
0.40,0.11,0.79,-5.95,10.45,1.17,39.24,Posición No Válida
0.39,0.11,0.80,-4.12,-7.15,-0.68,39.27,Abajo
0.39,0.11,0.80,-2.12,7.78,1.71,39.24,Posición No Válida
0.40,0.11,0.80,-4.29,8.53,4.80,39.25,Posición No Válida
0.39,0.11,0.80,-0.08,10.27,0.49,39.27,Posición No Válida
0.41,0.11,0.81,1.96,4.02,-1.03,39.24,Abajo
0.40,0.12,0.80,3.53,3.91,-0.25,39.23,Abajo
0.40,0.10,0.80,2.17,-6.90,-0.78,39.24,Posición No Válida
0.39,0.10,0.79,6.85,-3.68,0.54,39.25,Posición No Válida
0.40,0.10,0.79,-3.44,8.34,-0.73,39.26,Posición No Válida
0.39,0.10,0.79,-0.42,3.67,1.76,39.23,Posición No Válida
0.38,0.11,0.78,-2.43,-3.65,-1.46,39.24,Posición No Válida
0.40,0.10,0.81,0.94,-0.71,0.63,39.26,Abajo
0.41,0.11,0.79,-9.40,-11.03,-5.76,39.27,Posición No Válida
0.39,0.10,0.80,-1.83,12.60,2.39,39.25,Posición No Válida
0.39,0.11,0.79,0.51,11.70,2.68,39.25,Posición No Válida
0.40,0.11,0.79,-4.80,-5.98,2.73,39.25,Posición No Válida
0.40,0.10,0.77,1.28,9.55,2.12,39.23,Posición No Válida
0.44,0.24,0.91,3.53,16.00,9.71,39.23,Abajo
0.35,0.25,0.58,16.00,-5.76,3.80,39.23,Posición No Válida
0.32,0.22,0.74,15.88,16.00,4.49,39.21,Posición No Válida
0.23,0.22,0.78,-16.00,15.93,5.12,39.24,Posición No Válida
0.28,0.24,0.75,-16.00,0.76,2.97,39.23,Posición No Válida
0.34,0.18,0.80,-16.00,-13.38,-16.00,39.20,Abajo
0.30,0.21,0.82,-16.00,-5.12,6.29,39.22,Abajo
0.19,0.30,0.81,-2.76,-16.00,-16.00,39.21,Abajo
0.32,0.23,0.78,-6.12,8.23,14.73,39.21,Posición No Válida
0.00,0.00,0.00,0.00,0.00,0.00,0.00,Posición No Válida
0.10,0.94,0.04,16.00,-11.41,5.41,39.03,Frente
0.09,0.91,0.03,12.39,-1.46,1.85,39.05,Frente
0.09,0.94,0.05,-16.00,5.80,-1.81,39.04,Frente
0.11,0.94,0.01,-16.00,15.46,-16.00,39.08,Frente
0.09,0.57,0.45,-16.00,16.00,-1.37,39.10,Frente
-0.08,-0.10,0.98,-16.00,16.00,9.66,39.10,Abajo
-0.12,-0.26,0.85,-16.00,-0.55,6.24,39.10,Abajo
-0.14,-0.89,0.58,-16.00,16.00,16.00,39.11,Atrás
-0.26,-0.91,0.03,-16.00,16.00,0.49,39.08,Atrás
-0.24,-1.15,-0.33,-12.65,2.76,16.00,39.10,Atrás
-0.25,-0.76,0.09,16.00,-16.00,-16.00,39.08,Atrás
-0.15,-0.44,0.73,16.00,-16.00,-10.25,39.08,Posición No Válida
-0.30,-0.32,0.71,16.00,16.00,-16.00,39.07,Posición No Válida
-0.64,-0.15,0.57,11.88,16.00,3.16,39.09,Izquierda
-0.85,-0.17,0.06,-4.75,16.00,-9.81,39.10,Izquierda
-1.11,-0.15,-0.01,1.40,-16.00,16.00,39.11,Izquierda
-0.65,-0.06,0.19,2.69,-16.00,16.00,39.10,Izquierda
-0.60,0.12,1.41,-6.06,-16.00,-9.71,39.11,Abajo
0.38,-0.08,0.83,16.00,-16.00,16.00,39.06,Abajo
0.60,0.12,0.78,16.00,-16.00,3.22,39.09,Derecha
0.69,0.12,0.44,8.27,-16.00,10.73,39.09,Derecha
0.97,0.03,-0.05,-13.00,-16.00,14.59,39.09,Derecha
1.01,-0.02,-0.17,5.59,-6.13,1.07,39.11,Derecha
0.62,0.17,-0.24,-16.00,16.00,3.46,39.09,Derecha
0.62,0.12,0.41,16.00,16.00,4.29,39.10,Derecha
0.20,0.23,0.78,16.00,16.00,13.62,39.09,Posición No Válida
-0.07,0.18,1.01,-16.00,16.00,11.58,39.14,Abajo
-0.40,0.08,0.54,-3.98,16.00,-8.00,39.07,Posición No Válida
-0.60,0.12,0.74,14.26,16.00,-12.19,39.09,Izquierda
-0.92,0.18,0.09,-16.00,16.00,16.00,39.07,Izquierda
-0.89,0.11,-0.30,16.00,2.27,3.02,39.09,Izquierda
-0.73,0.10,0.34,-16.00,-16.00,16.00,39.07,Izquierda
-0.02,0.02,0.87,16.00,-16.00,-16.00,39.09,Abajo
-0.04,0.14,0.80,16.00,-16.00,-16.00,39.09,Abajo
0.15,-0.16,0.86,-16.00,-16.00,16.00,39.07,Abajo
0.05,-0.71,0.69,-16.00,16.00,16.00,39.05,Atrás
-0.27,-0.75,0.08,-16.00,16.00,16.00,39.04,Atrás
-0.20,-0.96,-0.16,-16.00,8.30,16.00,39.05,Atrás
-0.22,-0.85,0.07,16.00,-16.00,-16.00,39.06,Atrás
0.11,-0.49,0.62,16.00,-15.14,-16.00,39.06,Posición No Válida
0.11,-0.27,0.80,16.00,-16.00,-16.00,39.04,Posición No Válida
0.33,0.15,1.09,16.00,-16.00,-16.00,39.07,Abajo
0.12,0.77,0.28,16.00,16.00,-16.00,39.07,Frente
-0.12,0.81,-0.46,16.00,16.00,-16.00,39.03,Frente
-0.11,0.34,-1.13,-16.00,-13.37,13.37,39.09,Posición No Válida
-0.17,0.65,-0.42,-16.00,-16.00,16.00,39.05,Frente
0.13,1.35,0.87,-16.00,-16.00,16.00,39.05,Abajo
0.10,0.35,0.87,-16.00,16.00,16.00,39.06,Abajo
0.03,-0.01,1.24,4.91,16.00,4.10,39.05,Abajo
-0.11,-0.70,0.88,-16.00,16.00,-16.00,39.05,Abajo
-0.14,-1.04,0.34,-16.00,-7.42,16.00,39.05,Atrás
-0.19,-1.09,-0.11,-16.00,-1.01,16.00,39.03,Atrás
-0.23,-0.88,0.27,16.00,-1.42,4.16,39.05,Atrás
-0.11,-0.28,0.69,16.00,-16.00,-3.66,39.04,Posición No Válida
-0.34,-0.18,1.02,14.22,16.00,-5.27,39.04,Abajo
-0.66,-0.13,0.54,1.51,16.00,-13.27,39.02,Izquierda
